Material,Material Description,Plant,Storage Location,Movement Type,Posting Date,Qty in Un. of Entry,Unit of Entry,Movement Type Text,Document Date,Qty in OPUn,Order Price Unit,Order Unit,Qty in order unit,Entry Date,Amount in LC,Purchase Order,Movement indicator,Base Unit of Measure,Quantity,Material Doc. Year,Debit/Credit ind,Trans./Event Type,Material Type,Vendor Code
31032371,BORER:521500.00-CA04:ACDS ITEM CODE:RCHE,8110,EQSP,101,2021-09-23,6,PC,GR goods receipt,2021-09-07,6,PC,PC,6,2021-09-23,3969,4400046272.0,B,PC,6,2021,S,WE,ZCON,50115.0
31032372,BORER:21358:DEROUGESYSTEM-250L ITEM CODE,8110,EQSP,101,2021-09-23,3,PC,GR goods receipt,2021-09-07,3,PC,PC,3,2021-09-23,256473,4400046272.0,B,PC,3,2021,S,WE,ZCON,50115.0
31032372,BORER:21358:DEROUGESYSTEM-250L ITEM CODE,8110,EQSP,101,2021-09-23,1,PC,GR goods receipt,2021-09-07,1,PC,PC,1,2021-09-23,85491,4400046272.0,B,PC,1,2021,S,WE,ZCON,50115.0
31032372,BORER:21358:DEROUGESYSTEM-250L ITEM CODE,8110,EQSP,101,2021-09-23,5,PC,GR goods receipt,2021-09-07,5,PC,PC,5,2021-09-23,427455,4400046272.0,B,PC,5,2021,S,WE,ZCON,50115.0
31032411,"PNEUMATIC VALVE,K-123-NC,PRESSURE RANGE:",8110,BOIS,101,2021-12-29,1,NO,GR goods receipt,2021-12-21,1,NO,NO,1,2021-12-29,24685,4400059881.0,B,NO,1,2021,S,WE,ZCON,50115.0
31032415,"SS 316 NRV 1.5"" TC ENDS, TYPE-VERTICAL",8110,EQSP,101,2022-01-05,25,NO,GR goods receipt,2022-01-04,25,NO,NO,25,2022-01-05,54563,4400061140.0,B,NO,25,2022,S,WE,ZCON,50115.0
31032415,"SS 316 NRV 1.5"" TC ENDS, TYPE-VERTICAL",8110,EQSP,101,2021-05-12,3,NO,GR goods receipt,2021-05-06,3,NO,NO,3,2021-05-12,26850,4400052081.0,B,NO,3,2021,S,WE,ZCON,50115.0
31032421,"HG LAMP AND HOUSING UPC-900, MAKE: GE, C",8110,INSP,101,2021-06-05,1,NO,GR goods receipt,2021-05-27,1,NO,NO,1,2021-06-05,210968,4700003650.0,B,NO,1,2021,S,WE,ZCON,50115.0
31032431,"LED PLL LAMP 18 WATTS 4 PIN, MAKE -PHILI",8110,ELSP,101,2021-09-09,400,NO,GR goods receipt,2021-09-08,400,NO,NO,400,2021-09-09,122000,4400057199.0,B,NO,400,2021,S,WE,ZCON,51106.0
31032431,"LED PLL LAMP 18 WATTS 4 PIN, MAKE -PHILI",8110,ELSP,101,2021-04-29,200,NO,GR goods receipt,2021-04-27,200,NO,NO,200,2021-04-29,75600,4400051284.0,B,NO,200,2021,S,WE,ZCON,54282.0
31032461,DIGITAL MULTI METER - FLUKE,8110,BOIS,101,2022-01-22,2,NO,GR goods receipt,2022-01-19,2,NO,NO,2,2022-01-22,45048,4400060774.0,B,NO,2,2022,S,WE,ZCON,50115.0
31032481,"VITON CORD , SIZE : 7.5 MM DIA,MAKE: MAC",8110,UTL,101,2022-01-28,15,M,GR goods receipt,2022-01-12,15,M,M,15,2022-01-28,24300,4400058469.0,B,M,15,2022,S,WE,ZCON,50879.0
31032482,VITON GASKET FOR SIGHT VIEW GLASS SIZE:2,8110,UTL,101,2022-01-28,5,NO,GR goods receipt,2022-01-12,5,NO,NO,5,2022-01-28,2925,4400058469.0,B,NO,5,2022,S,WE,ZCON,54402.0
31032483,SIGHT VIEW GLASS 56MMX10MM,8110,UTL,101,2022-01-28,5,NO,GR goods receipt,2022-01-12,5,NO,NO,5,2022-01-28,1800,4400058469.0,B,NO,5,2022,S,WE,ZCON,54402.0
31032505,"WIRELESS MOUSE & KEYBOARD, MAKE: DELL",8110,INSP,101,2021-07-26,4,NO,GR goods receipt,2021-07-22,4,NO,NO,4,2021-07-26,4400,4400054759.0,B,NO,4,2021,S,WE,ZCON,57893.0
31032507,TAPARIA SCREW DRIVER SET MODEL NO: 1005,8110,BOIS,101,2021-08-05,1,NO,GR goods receipt,2021-08-05,1,NO,NO,1,2021-08-05,822,4400055511.0,B,NO,1,2021,S,WE,ZCON,52830.0
31032507,TAPARIA SCREW DRIVER SET MODEL NO: 1005,8110,INSP,101,2021-04-23,15,NO,GR goods receipt,2021-04-22,15,NO,NO,15,2021-04-23,11750,4400051114.0,B,NO,15,2021,S,WE,ZCON,52830.0
31032507,TAPARIA SCREW DRIVER SET MODEL NO: 1005,8170,EN01,101,2021-12-16,5,NO,GR goods receipt,2021-12-16,5,NO,NO,5,2021-12-16,4111,4400060500.0,B,NO,5,2021,S,WE,ZCON,52486.0
31032507,TAPARIA SCREW DRIVER SET MODEL NO: 1005,8320,RD01,101,2021-10-22,2,NO,GR goods receipt,2021-10-21,2,NO,NO,2,2021-10-22,1644,4400054489.0,B,NO,2,2021,S,WE,ZCON,52830.0
31032507,TAPARIA SCREW DRIVER SET MODEL NO: 1005,8320,RD01,101,2021-09-17,2,NO,GR goods receipt,2021-09-17,2,NO,NO,2,2021-09-17,1644,4400057540.0,B,NO,2,2021,S,WE,ZCON,52532.0
31032516,"MAKE : E&H ,TEMPERATURE TRANSMITTER , RA",8110,INSP,101,2022-01-18,2,NO,GR goods receipt,2022-01-13,2,NO,NO,2,2022-01-18,30000,4400059923.0,B,NO,2,2022,S,WE,ZCON,52830.0
31032516,"MAKE : E&H ,TEMPERATURE TRANSMITTER , RA",8110,INSP,101,2021-06-05,1,NO,GR goods receipt,2021-05-29,1,NO,NO,1,2021-06-05,16500,4400051795.0,B,NO,1,2021,S,WE,ZCON,52830.0
31032519,SS 304 CUPBOARD FOR APRONS 1200X400X1700,8170,GENE,101,2022-02-24,1,NO,GR goods receipt,2022-02-23,1,NO,NO,1,2022-02-24,84289,4400062989.0,B,NO,1,2022,S,WE,ZCON,52830.0
31032528,"DIONEX (THERMO) ASSY,TE,AS-AP - 074363 (",8110,RDCN,101,2022-02-27,1,NO,GR goods receipt,2022-02-23,1,NO,NO,1,2022-02-27,455393,4400061527.0,B,NO,1,2022,S,WE,ZCON,55154.0
31032528,"DIONEX (THERMO) ASSY,TE,AS-AP - 074363 (",8110,QCCN,101,2021-10-28,1,NO,GR goods receipt,2021-10-27,1,NO,NO,1,2021-10-28,455393,4400058736.0,B,NO,1,2021,S,WE,ZCON,55154.0
31032529,"DE-ROUGE,BORER:503105:DECONEX CIP PROTEC",8110,UTL,101,2021-12-22,20,KG,GR goods receipt,2021-12-13,20,KG,KG,20,2021-12-22,69372,4400059884.0,B,KG,20,2021,S,WE,ZCON,54560.0
31032529,"DE-ROUGE,BORER:503105:DECONEX CIP PROTEC",8110,BOIS,101,2021-10-05,60,KG,GR goods receipt,2021-09-20,60,KG,KG,60,2021-10-05,208116,4400054896.0,B,KG,60,2021,S,WE,ZCON,54560.0
31032529,"DE-ROUGE,BORER:503105:DECONEX CIP PROTEC",8110,UTL,101,2021-05-28,20,KG,GR goods receipt,2021-05-15,20,KG,KG,20,2021-05-28,69372,4400051241.0,B,KG,20,2021,S,WE,ZCON,56805.0
31032529,"DE-ROUGE,BORER:503105:DECONEX CIP PROTEC",8110,BOIS,101,2021-05-28,40,KG,GR goods receipt,2021-05-15,40,KG,KG,40,2021-05-28,138744,4400051988.0,B,KG,40,2021,S,WE,ZCON,56805.0
31032530,DE-ROUGE BORER:521500.00-CA04: ACDS ITEM,8110,UTL,101,2021-12-22,4,NO,GR goods receipt,2021-12-13,4,NO,NO,4,2021-12-22,2646,4400059884.0,B,NO,4,2021,S,WE,ZCON,56805.0
31032530,DE-ROUGE BORER:521500.00-CA04: ACDS ITEM,8110,BOIS,101,2021-10-05,12,NO,GR goods receipt,2021-09-20,12,NO,NO,12,2021-10-05,7938,4400054896.0,B,NO,12,2021,S,WE,ZCON,56805.0
31032530,DE-ROUGE BORER:521500.00-CA04: ACDS ITEM,8110,BOIS,101,2021-05-28,8,NO,GR goods receipt,2021-05-15,8,NO,NO,8,2021-05-28,5292,4400051988.0,B,NO,8,2021,S,WE,ZCON,54080.0
31032530,DE-ROUGE BORER:521500.00-CA04: ACDS ITEM,8110,UTL,101,2021-05-28,4,NO,GR goods receipt,2021-05-15,4,NO,NO,4,2021-05-28,2646,4400051241.0,B,NO,4,2021,S,WE,ZCON,54080.0
31032531,"DE-ROUGE SYSTEM-250L,BORER:21358:ITEM CO",8110,UTL,101,2021-12-22,2,NO,GR goods receipt,2021-12-13,2,NO,NO,2,2021-12-22,170982,4400059884.0,B,NO,2,2021,S,WE,ZCON,54080.0
31032531,"DE-ROUGE SYSTEM-250L,BORER:21358:ITEM CO",8110,BOIS,101,2021-10-05,6,NO,GR goods receipt,2021-09-20,6,NO,NO,6,2021-10-05,512946,4400054896.0,B,NO,6,2021,S,WE,ZCON,54540.0
31032531,"DE-ROUGE SYSTEM-250L,BORER:21358:ITEM CO",8110,EQSP,101,2021-09-23,1,NO,GR goods receipt,2021-09-07,1,NO,NO,1,2021-09-23,85491,4400046272.0,B,NO,1,2021,S,WE,ZCON,54540.0
31032531,"DE-ROUGE SYSTEM-250L,BORER:21358:ITEM CO",8110,BOIS,101,2021-05-28,4,NO,GR goods receipt,2021-05-15,4,NO,NO,4,2021-05-28,341964,4400051988.0,B,NO,4,2021,S,WE,ZCON,54540.0
31032531,"DE-ROUGE SYSTEM-250L,BORER:21358:ITEM CO",8110,UTL,101,2021-05-28,2,NO,GR goods receipt,2021-05-15,2,NO,NO,2,2021-05-28,170982,4400051241.0,B,NO,2,2021,S,WE,ZCON,54540.0
31032532,"SENSOR; TEMPERATURE SENSOR, FAST RESPONS",8110,INSP,101,2021-06-18,2,NO,GR goods receipt,2021-06-14,2,NO,NO,2,2021-06-18,33061,4400052845.0,B,NO,2,2021,S,WE,ZCON,54540.0
31032534,155/D/12 TUBE MAKE :MRF FOR TATA AC BS4,8110,GEN,101,2022-03-05,2,NO,GR goods receipt,2022-03-05,2,NO,NO,2,2022-03-05,469,4400063995.0,B,NO,2,2022,S,WE,ZCON,54540.0
31032534,155/D/12 TUBE MAKE :MRF FOR TATA AC BS4,8110,GEN,101,2022-03-05,2,NO,GR goods receipt,2022-03-05,2,NO,NO,2,2022-03-05,1269,4400063995.0,B,NO,2,2022,S,WE,ZCON,54540.0
31032601,"1 CORE X 70 SQ.MM COPPER FLEXIBLE CABLE,",8110,ELSP,101,2021-11-24,200,M,GR goods receipt,2021-11-20,200,M,M,200,2021-11-24,129000,4400059737.0,B,M,200,2021,S,WE,ZCON,54540.0
31032601,"1 CORE X 70 SQ.MM COPPER FLEXIBLE CABLE,",8110,ELSP,101,2021-09-22,700,M,GR goods receipt,2021-09-07,700,M,M,700,2021-09-22,448000,4400057200.0,B,M,700,2021,S,WE,ZCON,54540.0
31032601,"1 CORE X 70 SQ.MM COPPER FLEXIBLE CABLE,",8110,ELSP,101,2021-08-05,600,M,GR goods receipt,2021-08-05,600,M,M,600,2021-08-05,386400,4400055011.0,B,M,600,2021,S,WE,ZCON,52034.0
31032602,"1 CORE X 50 SQ.MM COPPER FLEXIBLE CABLE,",8110,ELSP,101,2021-11-13,500,M,GR goods receipt,2021-11-11,500,M,M,500,2021-11-13,237000,4400059157.0,B,M,500,2021,S,WE,ZCON,54080.0
31032603,"5 MICRON FILTER CARTRIDGE , SIZE-8"" LENG",8110,UTL,101,2022-01-03,10,NO,GR goods receipt,2022-01-03,10,NO,NO,10,2022-01-03,1700,4400061085.0,B,NO,10,2022,S,WE,ZCON,54080.0
31032603,"5 MICRON FILTER CARTRIDGE , SIZE-8"" LENG",8110,UTL,101,2021-07-12,20,NO,GR goods receipt,2021-07-05,20,NO,NO,20,2021-07-12,3400,4400053270.0,B,NO,20,2021,S,WE,ZCON,54080.0
31032603,"5 MICRON FILTER CARTRIDGE , SIZE-8"" LENG",8110,UTL,101,2021-04-05,15,NO,GR goods receipt,2021-04-02,15,NO,NO,15,2021-04-05,2550,4400049448.0,B,NO,15,2021,S,WE,ZCON,54080.0
31032606,155/D/12 TYRE FRONT & REAR MAKE :MRF FOR,8110,GEN,101,2022-03-05,2,NO,GR goods receipt,2022-03-05,2,NO,NO,2,2022-03-05,3750,4400063995.0,B,NO,2,2022,S,WE,ZCON,54080.0
31032606,155/D/12 TYRE FRONT & REAR MAKE :MRF FOR,8110,GEN,101,2022-03-05,2,NO,GR goods receipt,2022-03-05,2,NO,NO,2,2022-03-05,4141,4400063995.0,B,NO,2,2022,S,WE,ZCON,54080.0
31032612,"WIRE BRUSH 2"" FLAT TYPE",8110,EQSP,101,2021-05-03,5,NO,GR goods receipt,2021-04-29,5,NO,NO,5,2021-05-03,125,4400051846.0,B,NO,5,2021,S,WE,ZCON,54080.0
31032617,FEELER GAUGE (THICKNESS GAUGE): .05-1.00,8110,EQSP,101,2022-01-11,1,NO,GR goods receipt,2022-01-10,1,NO,NO,1,2022-01-11,375,4400061262.0,B,NO,1,2022,S,WE,ZCON,54080.0
31032617,FEELER GAUGE (THICKNESS GAUGE): .05-1.00,8170,CN01,101,2021-06-18,1,NO,GR goods receipt,2021-06-08,1,NO,NO,1,2021-06-18,375,4400053492.0,B,NO,1,2021,S,WE,ZCON,54080.0
31032643,SS 316L EQUAL TEE SIZE 25.4 MM X 1.6 MM,8110,HVAC,101,2021-08-21,2,NO,GR goods receipt,2021-08-05,2,NO,NO,2,2021-08-21,420,4400055636.0,B,NO,2,2021,S,WE,ZCON,54080.0
31032643,SS 316L EQUAL TEE SIZE 25.4 MM X 1.6 MM,8110,UTL,101,2021-08-14,30,NO,GR goods receipt,2021-08-05,30,NO,NO,30,2021-08-14,6000,4400055624.0,B,NO,30,2021,S,WE,ZCON,55331.0
31032643,SS 316L EQUAL TEE SIZE 25.4 MM X 1.6 MM,8110,EQSP,101,2021-07-03,50,NO,GR goods receipt,2021-07-03,50,NO,NO,50,2021-07-03,11000,4400054398.0,B,NO,50,2021,S,WE,ZCON,58228.0
31032643,SS 316L EQUAL TEE SIZE 25.4 MM X 1.6 MM,8110,EQSP,101,2021-05-18,25,NO,GR goods receipt,2021-05-15,25,NO,NO,25,2021-05-18,6050,4400051602.0,B,NO,25,2021,S,WE,ZCON,58228.0
31032751,KOLLIPHOR P 188 CAT NO. 50424518 FROM SI,8110,RDCN,101,2021-04-07,500,G,GR goods receipt,2021-04-07,500,G,G,500,2021-04-07,12543,4400051072.0,B,G,500,2021,S,WE,ZCON,58683.0
31032768,"UVMP 1000 FOR UV API35,R1 MODEL,PRODUCT",8110,INSP,101,2022-03-19,2,NO,GR goods receipt,2022-03-16,2,NO,NO,2,2022-03-19,35250,4400063969.0,B,NO,2,2022,S,WE,ZCON,54941.0
31032768,"UVMP 1000 FOR UV API35,R1 MODEL,PRODUCT",8110,BOIS,101,2022-02-03,1,NO,GR goods receipt,2022-01-31,1,NO,NO,1,2022-02-03,17625,4400061551.0,B,NO,1,2022,S,WE,ZCON,54282.0
31032772,DIAPHRAGM VALVE (SS 316 L BONNET) TC END,8110,EQSP,101,2021-04-26,8,NO,GR goods receipt,2021-04-26,8,NO,NO,8,2021-04-26,122098,4400051019.0,B,NO,8,2021,S,WE,ZCON,50115.0
31032824,DN20 DIAPHRAGM (EPDM WITH PTFE) SCREW TY,8110,BOIS,101,2021-12-04,10,NO,GR goods receipt,2021-12-02,10,NO,NO,10,2021-12-04,21718,4400057177.0,B,NO,10,2021,S,WE,ZCON,55900.0
31032827,DN10 DIAPHRAGM (EPDM WITH PTFE) BUTTON T,8110,EQSP,101,2021-12-21,50,NO,GR goods receipt,2021-12-20,50,NO,NO,50,2021-12-21,65640,4400058600.0,B,NO,50,2021,S,WE,ZCON,56433.0
31032863,"PNEUMATIC SOLINOID ACTUATED VALVE,MAKE-R",8110,BOIS,101,2021-09-03,2,NO,GR goods receipt,2021-09-03,2,NO,NO,2,2021-09-03,21700,4400056754.0,B,NO,2,2021,S,WE,ZCON,56433.0
31032873,"CSSV SAFETY VALVE SS316L,MAKE:FORBES MAR",8170,CN01,101,2021-11-05,2,NO,GR goods receipt,2021-10-30,2,NO,NO,2,2021-11-05,142875,4400057815.0,B,NO,2,2021,S,WE,ZCON,56433.0
31032876,"RTD SENSOR, MAKE: RADIX, MODEL NO.: RG20",8110,INSP,101,2021-05-27,4,NO,GR goods receipt,2021-05-25,4,NO,NO,4,2021-05-27,14245,4400051878.0,B,NO,4,2021,S,WE,ZCON,56433.0
31032893,SS 304 PLATFORM TROLLEY 1200X600X1050MM,8110,PRCN,101,2021-07-29,2,NO,GR goods receipt,2021-07-28,2,NO,NO,2,2021-07-29,34270,4400053105.0,B,NO,2,2021,S,WE,ZCON,55355.0
31032893,SS 304 PLATFORM TROLLEY 1200X600X1050MM,8110,PRCN,101,2021-07-29,3,NO,GR goods receipt,2021-07-28,3,NO,NO,3,2021-07-29,51405,4400053105.0,B,NO,3,2021,S,WE,ZCON,55355.0
31032921,ETHERNET COMMUNICATION ADAPTER. MODEL NO,8110,INSP,101,2021-09-29,1,NO,GR goods receipt,2021-08-05,1,NO,NO,1,2021-09-29,9448,4400051772.0,B,NO,1,2021,S,WE,ZCON,52247.0
31032951,SAUNDERS MAKE SPARE ABS PLASTIC HANDWHEE,8110,EQSP,101,2022-03-03,20,NO,GR goods receipt,2022-03-03,20,NO,NO,20,2022-03-03,5040,4400063470.0,B,NO,20,2022,S,WE,ZCON,55744.0
31032953,SAUNDERS MAKE SPARE ABS PLASTIC HANDWHEE,8110,EQSP,101,2022-03-03,20,NO,GR goods receipt,2022-03-03,20,NO,NO,20,2022-03-03,4500,4400063470.0,B,NO,20,2022,S,WE,ZCON,55744.0
31032954,SAUNDERS MAKE SPARE ABS PLASTIC HANDWHEE,8110,EQSP,101,2022-03-03,20,NO,GR goods receipt,2022-03-03,20,NO,NO,20,2022-03-03,4500,4400063470.0,B,NO,20,2022,S,WE,ZCON,54560.0
31033018,"DRIVE RING FR LKH 35/7.5 KW PUMP,MAKE:AL",8110,BOIS,101,2021-10-26,2,NO,GR goods receipt,2021-10-23,2,NO,NO,2,2021-10-26,9954,4400057300.0,B,NO,2,2021,S,WE,ZCON,54560.0
31033126,MAKE:BURKERT MODEL:8802-DF-N-A-10 TYPE:P,8110,EQSP,101,2021-06-29,2,NO,GR goods receipt,2021-06-21,2,NO,NO,2,2021-06-29,156638,4400049949.0,B,NO,2,2021,S,WE,ZCON,52154.0
31033130,"CONDUCTIVITY METER, MAKE:ROSEMOUNT, MODE",8110,INSP,101,2021-11-13,1,NO,GR goods receipt,2021-11-10,1,NO,NO,1,2021-11-13,83725,4400059369.0,B,NO,1,2021,S,WE,ZCON,57673.0
31033130,"CONDUCTIVITY METER, MAKE:ROSEMOUNT, MODE",8110,INSP,101,2021-09-22,1,NO,GR goods receipt,2021-09-22,1,NO,NO,1,2021-09-22,83725,4400054370.0,B,NO,1,2021,S,WE,ZCON,57673.0
31033130,"CONDUCTIVITY METER, MAKE:ROSEMOUNT, MODE",8110,INSP,101,2021-08-19,2,NO,GR goods receipt,2021-08-19,2,NO,NO,2,2021-08-19,167450,4400051980.0,B,NO,2,2021,S,WE,ZCON,57673.0
31033130,"CONDUCTIVITY METER, MAKE:ROSEMOUNT, MODE",8110,INSP,101,2021-07-23,1,NO,GR goods receipt,2021-07-23,1,NO,NO,1,2021-07-23,83725,4400054764.0,B,NO,1,2021,S,WE,ZCON,54205.0
31033148,"LED DRIVE 60WATT, 240V AC. OUT PUT 40 TO",8110,ELSP,101,2021-09-18,100,NO,GR goods receipt,2021-09-18,100,NO,NO,100,2021-09-18,69000,4400057219.0,B,NO,100,2021,S,WE,ZCON,56805.0
31033150,"LED DRIVE 70 WATT, INPUT 240VAC, OUTPUT",8110,ELSP,101,2021-04-10,20,NO,GR goods receipt,2021-04-09,20,NO,NO,20,2021-04-10,15300,4400049312.0,B,NO,20,2021,S,WE,ZCON,56805.0
31033151,"LED DRIVE 90 WATT, INPUT 240VAC, OUTPUT",8110,ELSP,101,2021-04-10,20,NO,GR goods receipt,2021-04-09,20,NO,NO,20,2021-04-10,18600,4400049312.0,B,NO,20,2021,S,WE,ZCON,56805.0
31033172,"DISPLAY PCB BOARD, MAKE: IKA PART NO. 26",8110,INSP,101,2021-12-08,2,NO,GR goods receipt,2021-12-02,2,NO,NO,2,2021-12-08,141114,4400056762.0,B,NO,2,2021,S,WE,ZCON,56805.0
31033172,"DISPLAY PCB BOARD, MAKE: IKA PART NO. 26",8110,INSP,101,2021-10-04,1,NO,GR goods receipt,2021-09-30,1,NO,NO,1,2021-10-04,70557,4400056762.0,B,NO,1,2021,S,WE,ZCON,56805.0
31033197,REDUCERS SS 316L SIZE:38X50MM E.P,8110,EQSP,101,2022-01-31,10,NO,GR goods receipt,2022-01-28,10,NO,NO,10,2022-01-31,4171,4400062164.0,B,NO,10,2022,S,WE,ZCON,56805.0
31033202,HIGH SPEED DIESEL ,8110,ELSP,101,2021-11-09,"20,000.00",L,GR goods receipt,2021-11-03,"20,000.00",L,L,"20,000.00",2021-11-09,2129200,4400058972.0,B,L,"20,000.00",2021,S,WE,ZCON,50115.0
31033202,HIGH SPEED DIESEL ,8110,ELSP,101,2021-09-15,"20,000.00",L,GR goods receipt,2021-09-15,"20,000.00",L,L,"20,000.00",2021-09-15,1841400,4400057284.0,B,L,"20,000.00",2021,S,WE,ZCON,50115.0
31033202,HIGH SPEED DIESEL ,8110,ELSP,101,2021-08-05,"20,000.00",L,GR goods receipt,2021-08-05,"20,000.00",L,L,"20,000.00",2021-08-05,1897000,4400056004.0,B,L,"20,000.00",2021,S,WE,ZCON,50115.0
31033202,HIGH SPEED DIESEL ,8110,ELSP,101,2021-06-08,"20,000.00",L,GR goods receipt,2021-06-05,"20,000.00",L,L,"20,000.00",2021-06-08,1826000,4400053421.0,B,L,"20,000.00",2021,S,WE,ZCON,50115.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-31,20.15,KT,GR goods receipt,2022-03-30,20.15,KT,KT,20.15,2022-03-31,1225725,4400063780.0,B,KT,20.15,2022,S,WE,ZCON,50115.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-30,20.21,KT,GR goods receipt,2022-03-28,20.21,KT,KT,20.21,2022-03-30,1229374,4400063780.0,B,KT,20.21,2022,S,WE,ZCON,50115.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-29,20.2,KT,GR goods receipt,2022-03-26,20.2,KT,KT,20.2,2022-03-29,1228766,4400063780.0,B,KT,20.2,2022,S,WE,ZCON,50115.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-28,20.12,KT,GR goods receipt,2022-03-25,20.12,KT,KT,20.12,2022-03-28,1223900,4400063780.0,B,KT,20.12,2022,S,WE,ZCON,50115.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-26,20.51,KT,GR goods receipt,2022-03-25,20.51,KT,KT,20.51,2022-03-26,1247623,4400063780.0,B,KT,20.51,2022,S,WE,ZCON,54115.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-25,20.02,KT,GR goods receipt,2022-03-16,20.02,KT,KT,20.02,2022-03-25,1217817,4400063780.0,B,KT,20.02,2022,S,WE,ZCON,54115.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-25,20.18,KT,GR goods receipt,2022-03-18,20.18,KT,KT,20.18,2022-03-25,1227549,4400063780.0,B,KT,20.18,2022,S,WE,ZCON,54115.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-25,20.12,KT,GR goods receipt,2022-03-17,20.12,KT,KT,20.12,2022-03-25,1223900,4400063780.0,B,KT,20.12,2022,S,WE,ZCON,54115.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-25,20.33,KT,GR goods receipt,2022-03-19,20.33,KT,KT,20.33,2022-03-25,1236674,4400063780.0,B,KT,20.33,2022,S,WE,ZCON,54115.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-25,20.92,KT,GR goods receipt,2022-03-23,20.92,KT,KT,20.92,2022-03-25,1272564,4400063780.0,B,KT,20.92,2022,S,WE,ZCON,54115.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-25,19.99,KT,GR goods receipt,2022-03-21,19.99,KT,KT,19.99,2022-03-25,1215992,4400063780.0,B,KT,19.99,2022,S,WE,ZCON,54115.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-17,20.17,KT,GR goods receipt,2022-03-14,20.17,KT,KT,20.17,2022-03-17,1062354,4400063780.0,B,KT,20.17,2022,S,WE,ZCON,54540.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-14,20.21,KT,GR goods receipt,2022-03-11,20.21,KT,KT,20.21,2022-03-14,1064461,4400063780.0,B,KT,20.21,2022,S,WE,ZCON,54540.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-14,20.16,KT,GR goods receipt,2022-03-12,20.16,KT,KT,20.16,2022-03-14,1061827,4400063780.0,B,KT,20.16,2022,S,WE,ZCON,54540.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-12,20.26,KT,GR goods receipt,2022-03-07,20.26,KT,KT,20.26,2022-03-12,1067094,4400063780.0,B,KT,20.26,2022,S,WE,ZCON,54540.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-12,20.12,KT,GR goods receipt,2022-03-11,20.12,KT,KT,20.12,2022-03-12,1059720,4400063780.0,B,KT,20.12,2022,S,WE,ZCON,50686.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-09,20.31,KT,GR goods receipt,2022-03-07,20.31,KT,KT,20.31,2022-03-09,1069728,4400063780.0,B,KT,20.31,2022,S,WE,ZCON,54540.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-08,20.12,KT,GR goods receipt,2022-03-05,20.12,KT,KT,20.12,2022-03-08,1140200,4400062370.0,B,KT,20.12,2022,S,WE,ZCON,50686.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-08,20.2,KT,GR goods receipt,2022-03-02,20.2,KT,KT,20.2,2022-03-08,1063934,4400063780.0,B,KT,20.2,2022,S,WE,ZCON,50686.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-08,20.14,KT,GR goods receipt,2022-03-03,20.14,KT,KT,20.14,2022-03-08,1060774,4400063780.0,B,KT,20.14,2022,S,WE,ZCON,59105.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-08,20.27,KT,GR goods receipt,2022-03-03,20.27,KT,KT,20.27,2022-03-08,1067621,4400063780.0,B,KT,20.27,2022,S,WE,ZCON,59105.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-03,20.07,KT,GR goods receipt,2022-02-28,20.07,KT,KT,20.07,2022-03-03,1044242,4400062370.0,B,KT,20.07,2022,S,WE,ZCON,50115.0
31033204,FURNACE OIL,8110,BOIS,101,2022-03-02,20.17,KT,GR goods receipt,2022-02-26,20.17,KT,KT,20.17,2022-03-02,1049445,4400062370.0,B,KT,20.17,2022,S,WE,ZCON,54205.0
31033204,FURNACE OIL,8110,BOIS,101,2022-02-28,20.2,KT,GR goods receipt,2022-02-26,20.2,KT,KT,20.2,2022-02-28,1051006,4400062370.0,B,KT,20.2,2022,S,WE,ZCON,50368.0
31033204,FURNACE OIL,8110,BOIS,101,2022-02-27,20,KT,GR goods receipt,2022-02-24,20,KT,KT,20,2022-02-27,1040600,4400062370.0,B,KT,20,2022,S,WE,ZCON,54540.0
31033204,FURNACE OIL,8110,BOIS,101,2022-02-27,20.24,KT,GR goods receipt,2022-02-25,20.24,KT,KT,20.24,2022-02-27,1053087,4400062370.0,B,KT,20.24,2022,S,WE,ZCON,54540.0
